x;y;z;Zone;batiment;Paramètres;prof moy;prof;prof h;prof b;lithologie;indices organo;PID;REMSCA N;Arsenic (As);Cadmium (Cd);Chrome (Cr);Cuivre (cu);Mercure (Hg);Nickel (Ni);Plomb (Pb);Zinc (Zn);HYDROCARBURES AROMATIQUES POLYCYCLIQUES (HAP);Naphtalène;Acénaphtylène;Acénaphtène;Fluorène;Phénanthrène;Anthracène;Fluoranthène;Pyrène;Benzo(a)anthracène;Chrysène;Benzo(b)fluoranthène;Benzo(k)fluoranthène;Benzo(a)pyrène;Dibenzo(a.h)anthracène;Benzo(g.h.i)pérylène;Indéno(1.2.3-cd)pyrène;HAP (6 Borneff) - somme;Somme HAP (VROM);HAP (EPA) - somme;COMPOSES AROMATIQUES VOLATILS (CAV - BTEX);Benzène;Toluène;Ethylbenzène;m,p-Xylène;o-Xylène;Naphtalène;Somme Xylènes;BTEX total;COMPOSES ORGANO HALOGENES VOLATILS (COHV);Chlorure de Vinyle;Dichlorométhane;Trichlorométhane;Tétrachlorométhane;Trichloroéthylène;Tétrachloroéthylène;1.1.1-Trichloroéthane;1.1.2-Trichloroéthane;1.1-Dichloroéthane;1.2-Dichloroéthane;1.1-Dichloroéthylène;cis-1.2-Dichloroéthène;Trans-1.2-Dichloroéthylène;Somme cis/trans-1.2-Dichloroéthylènes;Hexachloroéthane;1.1.1.2-Tetrachloroéthane;1.1.2.2-Tetrachloréthane;Chloroéthane;Chlorométhane;Pentachloroethane;Somme COHV;HYDROCARBURES TOTAUX (HCT);Fraction aliphatique C5-C6;Fraction aliphatique C6-C8;Fraction aliphatique C8-C10;Fraction aromatique C6-C8;Fraction aromatique C8-C10;Fraction >C6-C8;Fraction C8-C10;Fraction C5-C10;Hydrocarbures totaux C10-C40;Fraction C10-C12;Fraction C12-C16;Fraction C16-C20;Fraction C20-C24;Fraction C24-C28;Fraction C28-C32;Fraction C32-C36;Hydrocarbures > C21-C35;Fraction C36-C40;ETBE/MTBE;ETBE;MTBE;POLYCHLOROBIPHENYLES (PCB);Somme 6 PCB;Somme 7 PCB (Ballschmiter);PCB (28);PCB (52);PCB (101);PCB (118);PCB (138);PCB (153);PCB (180);Source;reference plan;Nom sondage;profondeur de ;profondeur a ;Somme des C5;Somme des C6;Somme des C7;Somme des C8;Somme des C9;Somme des C10;Cumène;m-. p- Ethyltoluène ;Mésitylène;o-Ethyltoluène;Pseudocumène;Somme des CAV;Aluminum;Acétate d'éthyle;Acétate d'isopropyle;Acétone;Méthyléthylcétone;MIBK;Tétrahydrofurane (THF);1.4-Dioxane;Diéthyléther;Diisopropyléther (DIPE);Diéthoxyméthane;Cyclohexanone;Méthanol;Éthanol;Butanol-1;Butanol-2;Somme des indices aliphatiques et aromatiques;Indice aliphatique >nC10-nC12 ;Indice aliphatique >nC12-nC14 ;Indice aliphatique >nC14-nC16 ;Indice aliphatique >nC16-nC21 ;Indice aliphatique >nC21-nC35 ;Indice aliphatique >nC35-nC40 ;Somme des indices aliphatiques ;Indice aromatique >nC10-nC12 ;Indice aromatique >nC12-nC14 ;Indice aromatique >nC14-nC16 ;Indice aromatique >nC16-nC21 ;Indice aromatique >nC21-nC35 ;Indice aromatique >nC35-nC40 ;Somme des indices aromatiques
1642787.299997;8175129.248482;0;;B12;B12-E02;2.75;2.5-3;2.5;3;Argile Marrons à gris;RAS;0;600;15;<0.1;34;3.6;0.1;18;21;12;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642519.969191;8174919.49476;0;;B13;B13-PG01;0.3;0.1-0.5;0.1;0.5;Sable limoneux beige ;RAS;0.1;500;5.2;<0.1;17;3.9;<0.05;5.9;4.5;15;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;2.6;3.6;3.5;2.6;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642519.969191;8174919.49476;0;;B13;B13-PG01;1.75;1.5-2;1.5;2;Argile beige ;RAS;0.1;1000;22;0.1;68;8.3;<0.05;23;14;34;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;4.2;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642534.10013;8174913.003314;0;;B13;B13-PG02;0.75;0.5-1;0.5;1;Argile marron beige ;RAS;0;1200;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,050;<0,050;<0,050;<0,10;<0,050;<0.10;n.d.;n.d.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.d.;n.d.;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642534.10013;8174913.003314;0;;B13;B13-PG02;1.25;1-1.5;1;1.5;Argile marron beige ;RAS;0;500;20;<0.1;64;10;<0.05;22;18;42;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642554.644127;8174909.201531;0;;B13;B13-PG03;1.25;1-1.5;1;1.5;Argile ocre ;RAS;1.8;400;21;0.1;62;6.3;<0.05;17;13;20;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642556.246167;8175091.05755;0;;B14;B14-E01;1.25;1-1.5;1;1.5;Sable limoneux beige blanc ;RAS;0;0;<1.0;<0.1;0.6;<0.2;<0.05;0.5;2;1.7;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.06;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.30;<0.15;<0.30;<0.075;<0.075;n.d.;<0.30;<0.15;<0.15;<1.5;<1.5;<0.30;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.d.;n.d.;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642618.157414;8175089.009682;0;;B14;B14-PG01;0.75;0.5-1;0.5;1;Sable limoneux  Fin jaunâtre à blanc ;RAS;0;na;3.8;<0.1;6.2;1.8;<0.05;7.1;5.6;10;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.06;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.15;<0.30;<0.15;<0.30;<0.075;<0.075;n.d.;<0.30;<0.15;<0.15;<1.5;<1.5;<0.30;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642631.581234;8175053.297748;0;;B14;B14-PG02;0.3;0.1-0.5;0.1;0.5;Sable limoneux Fin jaunâtre à beiges ;RAS;0.3;100;1.4;<0.1;0.9;<0.2;<0.05;1;1.6;1.9;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;<0.10;<0.05;<0.10;<0.50;<0.50;<0.10;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642631.581234;8175053.297748;0;;B14;B14-PG02;1.75;1.5-2;1.5;2;Sable Friable jaunâtre à blanc à beige ;RAS;0;400;1.8;<0.1;1.1;<0.4;<0.05;1.3;1.5;<1.0;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.04;<0.10;<0.10;<0.10;<0.10;<0.10;<0.10;<0.10;<0.20;<0.10;<0.20;<0.050;<0.050;n.d.;<0.20;<0.10;<0.10;<1.0;<1.0;<0.20;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642570.540413;8175063.724072;0;;B14;B14-PG04;1.25;1-1.5;1;1.5;Sable limoneux beige blanc ;RAS;0;100;<1.0;<0.1;2;0.5;<0.05;1.6;2.6;1.6;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;<0.10;<0.1;<0.05;<0.50;<0.50;<0.10;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642681.074;8174959.08;170.514;Station service;B21;B21-E01;1.25;1-1.5;1;1.5;Sable argileux beige noir;RAS;0;2900;3.3;<0.1;16;16;<0.05;7;12;21;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;0.074;<0.050;<0.050;0.13;0.204;0.204;0.204;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;490;<4.0;6.4;12;30.5;79.5;110;150;;88.1;;<0.30;<0.10;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642681.074;8174959.08;170.514;Station service;B21;B21-E01;2.75;2.5-3;2.5;3;Argile beige rouge ocre;RAS;0;400;1.2;<0.1;14;1.2;0.09;4.8;7.8;3.9;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642660.976;8174923.687;170.54;Station service;B21;B21-E02;0.3;0.1-0.5;0.1;0.5;Sable limoneux gris noir (odeur HC);odeur HC;150;10500;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;1.2;0.62;<0.50;1.2;3.3;<0.50;<0.50;<0.50;<0.50;<0.50;<0.50;<0.50;<0.50;<0.50;<0.50;<0.50;n.d.;4.5;6.32;;<0,50;<0,50;<0,50;<1,0;<0,50;13;n.d.;n.d.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;32000;2500;13000;9700;5500;1000;62;<2.0;;3.3;;n.a.;n.a.;;n.d.;n.d.;<0.010;<0.010;<0.010;<0.010;<0.010;<0.010;<0.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642660.976;8174923.687;170.54;Station service;B21;B21-E02;1.75;1.5-2;1.5;2;Argile ocre blanche compact (inclusion calcaire);RAS;17;900;27;<0.1;47;0.9;<0.05;12;27;3.4;;<0.050;<0.050;<0.050;0.11;0.17;<0.050;0.67;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;0.67;0.84;0.95;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;260;9.1;99.8;89.4;45.4;11.3;<2.0;<2.0;;<2.0;;<0.30;<0.10;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642660.976;8174923.687;170.54;Station service;B21;B21-E02;2.25;2-2.5;2;2.5;Argile ocre blanche compact (inclusion calcaire);RAS;55.9;400;78;<0.1;99;9;<0.05;29;45;10;;<0.050;<0.050;<0.050;<0.050;0.17;<0.050;0.58;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;0.58;0.75;0.75;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;250;12.9;92;87;45.7;9.8;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642633.271;8174926.402;170.534;Station service;B21;B21-E03;1.25;1-1.5;1;1.5;Argile sableuse  Marron à rouge Blocs calcaires ;RAS;0.1;300;8.1;<0.1;29;2.7;<0.05;8.8;9.1;15;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642633.271;8174926.402;170.534;Station service;B21;B21-E03;2.25;2-2.5;2;2.5;Argile sableuse  Marron à rouge Blocs calcaires ;RAS;0.6;700;2.1;<0.1;20;1.5;<0.05;7.4;7.2;3.6;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;<0.30;<0.10;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642690.689;8174917.7;170.955;Station service;B21;B21-E04;0.75;0.5-1;0.5;1;Sable limoneux  Graveleux marron à brun;RAS;0;300;9.1;0.2;31;22;0.08;18;34;61;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;0.077;<0.050;<0.050;<0.050;<0.050;<0.050;0.1;<0.050;0.065;<0.050;0.242;0.242;0.242;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;2.4;3.2;3.4;3.2;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642690.689;8174917.7;170.955;Station service;B21;B21-E04;3.2;3-3.4;3;3.4;Calcaire A cailloux blocs calcaires blancs;RAS;0;500;2.6;<0.1;16;2.1;<0.05;8.2;7;9.1;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;<20.0;<4.0;<4.0;<2.0;4.6;4.5;2.6;<2.0;;<2.0;;<0.30;<0.10;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642653.14202;8174962.971933;0;Station service;B21;B21-E05;0.85;0.6-1.1;0.6;1.1;Argile sableuse Graveleux marron ;RAS;0;3300;22;0.2;44;130;0.12;33;210;120;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;0.12;<0.050;<0.050;<0.050;0.088;<0.050;0.1;<0.050;0.091;0.083;0.482;0.394;0.482;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;160;<4.0;6.9;29.7;35.8;32.3;28;15.3;;6.1;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642646.179026;8174957.423584;0;Station service;B21;B21-E06;0.525;0.25-0.8;0.25;0.8;Argile sableuse cailloux marron;RAS;0;na;10;<0.1;32;11;0.05;17;23;39;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;58.6;<4.0;<4.0;22.5;20.8;6.8;3.2;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642647.214748;8174906.73519;0;Station service;B23;B23-E02;1.65;1.3-2;1.3;2;Sable  Fin blanc à jaune à rouges ;RAS;0;0;<1.0;<0.1;1.2;0.2;<0.05;1;<0.5;<1.0;;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;<0.050;n.d.;n.d.;n.d.;;<0,05;<0,05;<0,05;<0,10;<0,050;<0.10;n.d.;n.d.;;<0.02;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.10;<0.05;<0.10;<0.025;<0.025;n.d.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;<0.40;<0.20;<0.20;<0.20;<0.20;<1.0;<0.40;<0.40;<20.0;<4.0;<4.0;<2.0;<2.0;<2.0;<2.0;<2.0;;<2.0;;n.a.;n.a.;;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
